question,label
Is Jessica Chastain related to Bryce Dallas Howard?,"{""answerText"": ""No"", ""category"": ""movies"", ""complexityType"": ""yesno""}"
Which album by Eminem came out in 2004?,"{""answerText"": ""Encore"", ""category"": ""music"", ""complexityType"": ""intersection""}"
Which is the oldest Star Wars book?,"{""answerText"": ""Star Wars: From the Adventures of Luke Skywalker"", ""category"": ""books"", ""complexityType"": ""superlative""}"
Which movie was directed by Edward James Olmos and starred Edward James Olmos?,"{""answerText"": ""American Me"", ""category"": ""movies"", ""complexityType"": ""intersection""}"
Which of Great Lakes does not share a border Michigan?,"{""answerText"": ""Lake Ontario"", ""category"": ""geography"", ""complexityType"": ""difference""}"
Who was the first Roman emperor to embrace Christianity?,"{""answerText"": ""Constantine I"", ""category"": ""history"", ""complexityType"": ""ordinal""}"
When was the Roman Empire established?,"{""answerText"": ""27BC"", ""category"": ""history"", ""complexityType"": ""generic""}"
How many group members are in Linkin Park?,"{""answerText"": ""5"", ""category"": ""music"", ""complexityType"": ""count""}"
Who is the governor of Arkansas?,"{""answerText"": ""Asa Hutchinson"", ""category"": ""politics"", ""complexityType"": ""generic""}"
Who was the youngest artist to win a Grammy Award?,"{""answerText"": ""Leah Peasall"", ""category"": ""music"", ""complexityType"": ""superlative""}"
Which presidential elections did Bob Dole run in but not win?,"{""answerText"": ""1996"", ""category"": ""politics"", ""complexityType"": ""difference""}"
What Nevada governors since 2000 were not Republican?,"{""answerText"": ""Steve Sisolak"", ""category"": ""politics"", ""complexityType"": ""difference""}"
Who is a member of the New York Yankees and played at Fresno State university?,"{""answerText"": ""Aaron Judge"", ""category"": ""sports"", ""complexityType"": ""intersection""}"
Did The Beatles release Rubber Soul before Revolver?,"{""answerText"": ""No"", ""category"": ""music"", ""complexityType"": ""comparative""}"
Who was the first Catholic president?,"{""answerText"": ""John F. Kennedy"", ""category"": ""politics"", ""complexityType"": ""ordinal""}"
Are Metallica a punk rock group?,"{""answerText"": ""No"", ""category"": ""music"", ""complexityType"": ""yesno""}"
Which US president has had the longest tenure in years?,"{""answerText"": ""FDR"", ""category"": ""history"", ""complexityType"": ""superlative""}"
Which Kay Perry Albums have been nominated for a Grammy but did not win?,"{""answerText"": ""Teenage Dream, Prism"", ""category"": ""music"", ""complexityType"": ""difference""}"
"Which Taylor Swift album had more songs, Red or 1989?","{""answerText"": ""Red"", ""category"": ""music"", ""complexityType"": ""comparative""}"
"Who was The Beatles' drummer for longer, Ringo Starr or Pete Best?","{""answerText"": ""Ringo Starr"", ""category"": ""music"", ""complexityType"": ""comparative""}"
"Who was a coach of the Boston Celtics and born in Upper Marlboro, Maryland?","{""answerText"": ""John Carroll"", ""category"": ""sports"", ""complexityType"": ""intersection""}"
How many Grammy Awards did Beyoncé win in 2020?,"{""answerText"": ""4"", ""category"": ""music"", ""complexityType"": ""count""}"
Was James Madison elected in 1808?,"{""answerText"": ""Yes"", ""category"": ""politics"", ""complexityType"": ""yesno""}"
Did Activision develop Call of Duty?,"{""answerText"": ""Yes"", ""category"": ""videogames"", ""complexityType"": ""yesno""}"
How old was the lead guitarist of The Beatles when he died?,"{""answerText"": ""58"", ""category"": ""music"", ""complexityType"": ""multihop""}"
What was the first single off NSYNC's first album?,"{""answerText"": ""I Want You Back"", ""category"": ""music"", ""complexityType"": ""ordinal""}"
Which of the Pirates of the Caribbean movies is the longest?,"{""answerText"": ""Pirates of the Caribbean : At World's End"", ""category"": ""movies"", ""complexityType"": ""superlative""}"
Who was the 45th president?,"{""answerText"": ""Donald Trump"", ""category"": ""politics"", ""complexityType"": ""generic""}"
Which hero ally character can a second player not control during the story mode in Shadow the Hedgehog?,"{""answerText"": ""Charmy Bee"", ""category"": ""videogames"", ""complexityType"": ""difference""}"
"Which country is older, the United States of America or Australia?","{""answerText"": ""United States of America"", ""category"": ""geography"", ""complexityType"": ""comparative""}"
How many husbands has the author of the Harry Potter series had?,"{""answerText"": ""2"", ""category"": ""books"", ""complexityType"": ""multihop""}"
What is the world famous canyon that is home to Arizona and also serves as a national park?,"{""answerText"": ""The Grand Canyon"", ""category"": ""geography"", ""complexityType"": ""intersection""}"
Who was the first Labour prime minister during Elizabeth II's reign?,"{""answerText"": ""Harold Wilson"", ""category"": ""politics"", ""complexityType"": ""ordinal""}"
When did Eminem win his first Grammy?,"{""answerText"": ""2000"", ""category"": ""music"", ""complexityType"": ""ordinal""}"
How many feet tall is the Statue of Liberty?,"{""answerText"": ""305"", ""category"": ""geography"", ""complexityType"": ""generic""}"
Does the first Harry Potter book have more pages than the second Harry Potter book?,"{""answerText"": ""No"", ""category"": ""books"", ""complexityType"": ""comparative""}"
Was Friday the 13th released the same year as Halloween?,"{""answerText"": ""No"", ""category"": ""movies"", ""complexityType"": ""comparative""}"
What was the second MLB team that Nick Markakis played for?,"{""answerText"": ""Atlanta Braves"", ""category"": ""sports"", ""complexityType"": ""ordinal""}"
Who wrote the Emancipation Proclamation and was assassinated by John Wilkes Booth?,"{""answerText"": ""Abraham Lincoln"", ""category"": ""history"", ""complexityType"": ""intersection""}"
Who was the English king who signed a treaty making him heir to the French throne but never became king of France?,"{""answerText"": ""Henry V of England"", ""category"": ""history"", ""complexityType"": ""difference""}"
What is the biggest city in Scotland?,"{""answerText"": ""Glasgow"", ""category"": ""geography"", ""complexityType"": ""generic""}"
How many votes does it take to override a presidential veto in the Senate?,"{""answerText"": ""66"", ""category"": ""politics"", ""complexityType"": ""generic""}"
What was the last NFL team Peyton Manning played for?,"{""answerText"": ""Denver Broncos"", ""category"": ""sports"", ""complexityType"": ""ordinal""}"
What movie is directed by David Lowery and is about King Arthur?,"{""answerText"": ""The Green Knight"", ""category"": ""movies"", ""complexityType"": ""intersection""}"
How many states are there in America?,"{""answerText"": ""50"", ""category"": ""geography"", ""complexityType"": ""count""}"
How many Democrat governors has North Carolina had since 2008?,"{""answerText"": ""1"", ""category"": ""politics"", ""complexityType"": ""count""}"
Who was the oldest Academy Award winner for Best Actor?,"{""answerText"": ""Anthony Hopkins"", ""category"": ""movies"", ""complexityType"": ""superlative""}"
At what age was Abraham Lincoln assassinated in 1865?,"{""answerText"": ""56"", ""category"": ""history"", ""complexityType"": ""multihop""}"
What year was the first Street Fighter released?,"{""answerText"": ""1987"", ""category"": ""videogames"", ""complexityType"": ""generic""}"
Who is Prince Charles' second wife?,"{""answerText"": ""Camilla, Duchess of Cornwall"", ""category"": ""history"", ""complexityType"": ""ordinal""}"
Did Steven Spielberg win an Oscar for Best Director?,"{""answerText"": ""Yes"", ""category"": ""movies"", ""complexityType"": ""yesno""}"
Was The Catcher in the Rye published after 1970?,"{""answerText"": ""No"", ""category"": ""books"", ""complexityType"": ""comparative""}"
Who is the Renaissance artist who spent much time in the service of Ludovico Storza?,"{""answerText"": ""Leonardo da Vinci"", ""category"": ""history"", ""complexityType"": ""intersection""}"
Which member of the Rolling Stones appeared in the movie Pirates of the Caribbean: At World's End?,"{""answerText"": ""Keith Richards"", ""category"": ""music"", ""complexityType"": ""intersection""}"
"What's the name of 50 Cent's crew which included Lloyd Banks, Young Buck and Yony Yayo, and released the album Beg For Mercy in 2003?","{""answerText"": ""G Unit"", ""category"": ""music"", ""complexityType"": ""generic""}"
Which English Premier League team has won the most Champions Leagues?,"{""answerText"": ""Liverpool FC"", ""category"": ""sports"", ""complexityType"": ""superlative""}"
Which guitarist was a member of both Modest Mouse and The Smiths?,"{""answerText"": ""Johnny Marr"", ""category"": ""music"", ""complexityType"": ""intersection""}"
How many Hobbit moves are there?,"{""answerText"": ""3"", ""category"": ""movies"", ""complexityType"": ""count""}"
Has John Stamos performed with the Beach Boys?,"{""answerText"": ""Yes"", ""category"": ""music"", ""complexityType"": ""yesno""}"
Which of the following leaders played prominent roles in both World War I and World War II?,"{""answerText"": ""Winston Churchil"", ""category"": ""history"", ""complexityType"": ""generic""}"
What game has the popular map Facing Worlds?,"{""answerText"": ""Unreal Tournament"", ""category"": ""videogames"", ""complexityType"": ""generic""}"
Who was the first ruler of the United Kingdom of Great Britain?,"{""answerText"": ""Queen Anne"", ""category"": ""history"", ""complexityType"": ""ordinal""}"
Does Tom Brady have more career wins than Brett Favre?,"{""answerText"": ""Yes"", ""category"": ""sports"", ""complexityType"": ""comparative""}"
What president had the most kids?,"{""answerText"": ""John Tyler"", ""category"": ""politics"", ""complexityType"": ""generic""}"
How many Sonic the Hedgehog games were released on the Sega Genesis (not counting compilations)?,"{""answerText"": ""7"", ""category"": ""videogames"", ""complexityType"": ""generic""}"
Which Zelda game was not developed by Nintendo?,"{""answerText"": ""Zelda: The Wand of Gamelon"", ""category"": ""videogames"", ""complexityType"": ""difference""}"
How old was the first Premier of the Soviet Union when he died?,"{""answerText"": ""53"", ""category"": ""history"", ""complexityType"": ""multihop""}"
What actor starred in A Quiet Place and graduated from Brown University?,"{""answerText"": ""John Krasinski"", ""category"": ""movies"", ""complexityType"": ""intersection""}"
What was id Software's first 3D first-person shooter and first appeared on PC?,"{""answerText"": ""Quake?"", ""category"": ""videogames"", ""complexityType"": ""intersection""}"
Who is the main boss to Mario?,"{""answerText"": ""Dry Bowser"", ""category"": ""videogames"", ""complexityType"": ""generic""}"
"Who wrote, ""Live and Let Die"", for the 1973 James Bond movie of the same name, which was nominated for, but did not win, the Best Original Song Oscar?","{""answerText"": ""Paul McCartney"", ""category"": ""movies"", ""complexityType"": ""difference""}"
Was Adolf Hitler the leader of the Nazi Party?,"{""answerText"": ""Yes"", ""category"": ""history"", ""complexityType"": ""yesno""}"
Which country won the most gold medals at the 2020 Summer Olympics?,"{""answerText"": ""United States"", ""category"": ""sports"", ""complexityType"": ""superlative""}"
Which state is in the Pacific North West and has a city named Salem?,"{""answerText"": ""Oregon"", ""category"": ""geography"", ""complexityType"": ""intersection""}"
"Which country contain a higher mountain, Argentina or Mexico?","{""answerText"": ""Argentina"", ""category"": ""geography"", ""complexityType"": ""comparative""}"
Which original Westlife member is not with the music group in 2021?,"{""answerText"": ""Brian McFadden"", ""category"": ""music"", ""complexityType"": ""difference""}"
Who was the oldest solo artist to win a Grammy for Best New Artist?,"{""answerText"": ""Sheryl Crow"", ""category"": ""music"", ""complexityType"": ""superlative""}"
